종목코드,회사명,업종,기업개요,시가총액,마켓타입
002390,한독,의약품 제조업,"동사는 의약품, 제약원료 및 공업용약품의 소분업과 제조판매업 등을 영위할 목적으로 1954년에 설립됨. 서울특별시 강남구 역삼동에 본사를 두고 있음. 동사가 영위하는 주요 사업으로는 의약품, 의료기기, 건강기능식품, 부동산 임대업 등이 있으며, 주요 제품으로는 아마릴, 테넬리아, 아텔리카, 레디큐 등이 있음. 2023년 중 경영효율화를 위해 재무관리실을 CFO로 변경하고 경영조정실을 신설했음.",1762,KOSPI
011700,한신기계공업,일반 목적용 기계 제조업,"동사는 1969년 창업이후 공기압축기 전문 제조업체로서 국내 동산업의 선도적 기업의 역할을 담당하고 있음. Piston Type, Screw Type의 전 기종에 걸쳐 생산 공급하는 국내 유일의 업체로 1985년 Oilless Air Compressor를 최초로 개발 공급하였음. 2017년 AIR TANK 등을 생산하는 한신정공의 지분을 추가로 취득함에 따라 AIR TANK 공급은 물론이고 공기압축기 관련 사업영역을 확대.",1186,KOSPI
009420,한올바이오파마,의약품 제조업,"동사는 내분비계, 순환기계, 비뇨기계 등 다양한 포트폴리오 기반의 160여개 전문ㆍ일반의약품을 생산, 판매하고 있음. 2004년부터 글로벌신약 R&D를 통한 기업혁신으로 핵심 연구인력 확보와 연구시설 확충 등 R&D 인프라를 구축하였음. Anti-TNF 바이오신약, 그리고 인체의 항암 면역작용을 강화하여 암을 치료하는 신규 작용 타깃의 항암 면역항체신약 등을 연구하고 있음.",20687,KOSPI
006390,한일현대시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","동사는 시멘트 제조 및 판매를 주요 목적으로 하고 있음. 건축, 토목공사에 사용되는 시멘트 등을 생산 판매하고 있으며 2024년 1분기 기준 동사의 시멘트 제품은 전체 매출에서 약 94%를 차지하고 있음. 단양(삼곡), 영월에 2개의 포틀랜드시멘트 생산공장과 당진에 1개의 슬래그시멘트 생산공장을 운영하고 있으며 8개의 유통기지를 전국적으로 운영하여 시멘트 및 콘크리트 원부재료를 소비자 및 각 공사현장에 공급함.",2650,KOSPI
372910,한컴라이프케어,의료용 기기 제조업,"동사는 재난 극한 상황에서 작업자의 생명을 보호하는 목적으로 호흡기, 피복류, 헬멧, 장화, 장갑 등 개인용 안전장비를 생산 및 판매함. 주요 제품은 '소방장비 구매분야'의 호흡보호장비(공기호흡기), 구조장비, 구급장비에 해당되는 것들임. 동사의 제품은 소방/군/경찰용 안전장비를 위주로 질병관리청, 방위사업청 등 정부에 납품되거나, 화학/중공업(선박업)을 영위하는 일반 기업체(산업현장)에서 개인 안전장비로 활용됨.",1053,KOSPI
000720,현대건설,토목 건설업,"1950년 토목과 건축공사를 주요 사업목적으로 설립되었으며, 2023년 시공능력평가 2위의 종합건설회사임. 주요사업 부문은 터널, 도로공사 등의 토목 부문, 공공건축물, 아파트 등의 건축/주택 부문, 석유화학, 원자력 및 태양광 등의 플랜트 부문, 기타 부문. 최근 원자력 공급망 품질경영 시스템(ISO 19443) 국제표준 인증을 받으며 원전 산업 경쟁력 강화중에 있음.",32237,KOSPI
079430,현대리바트,가구 제조업,"동사는 1999년 설립된 종합가구회사임. 2017년 현대에이치앤에스를 흡수합병하면서 B2B 산업재 도매 및 중개업을 함께 영위하고 있음. 동사의 사업부문은 가구 부문, B2B 부문, 해외 자회사로 구성되어 있음. 가구부문은 B2C가구, 사무용가구, 빌트인가구, 자재유통으로 구성되어 있음. 당기 기준 매출비중은 빌트인 37.1%, 법인유통 27.1%, B2C 20.9% 및 기타 등으로 구성됨.",1620,KOSPI
011210,현대위아,자동차 신품 부품 제조업,"동사의 사업은 자동차부품과 기계 사업으로 구분되며, 자동차부품은 엔진, 구동부품, 친환경 부품으로 구성. 기계사업 부문은 공작기계 사업과 특수 사업으로 운용되고 있음. 부품 사업은 엔진, 4WD(PTU, ATC, e-LSD 등), 등속조인트 등을 주력 사업으로 영위 중. 최근 친환경차량 용 부품인 열관리시스템과 수소차 부품 공기압축기 등의 개발에 나섰음. 기계 부문에서는 스마트팩토리, 협동로봇 등으로 점유율 확대 시도중.",11558,KOSPI
004020,현대제철,1차 철강 제조업,"지배회사와 연결종속회사는 당분기말 현재 철강영업부문(판재, 봉형강, 중기계 등) 및 기타영업부문(반제품, 부산물 등)을 영위하고 있음. 고로 부문에서는 현대자동차그룹 내 공동 연구개발을 진행하는 한편 2013년말 현대하이스코 냉연사업 부문을 분할합병해 자동차용 강판에 특화된 전문 기업으로 변모함. 매출은 판재 62.3%, 봉형강 29.1%, 중기계 2.9%, 반제품·부산물 5.7% 등으로 이루어져 있음.",28691,KOSPI
057050,현대홈쇼핑,무점포 소매업,"지배회사 및 주요 종속회사는 홈쇼핑업, 건축자재업 부문을 영위하고 있으며 동사는 TV홈쇼핑, 인터넷쇼핑몰 사업을 주로 영위. 프리미엄 패션 브랜드 '라씨엔토', 컨템포러리 패션 토탈 브랜드 '밀라노 스토리', 라이프스타일 주방가전브랜드 '알레보' 등 PB상품들을 개발함. 플라스틱 창호 제조업등을 영위하는 현대엘앤씨와 종속기업은 2018년에 사업결합, 디지털 사업을 하는 현대퓨처넷은 2023년에 사업결합 되었음",5412,KOSPI
079980,휴비스,화학섬유 제조업,"동사는 2000년 삼양사와 에스케이케미칼의 50:50 현물출자로 설립되었음. 사업의 영업부문은 폴리에스터 섬유제조, 서비스 부문으로 구성됨. 폴리에스터 섬유제조 부문은 폴리에스터 단섬유, 장섬유를 생산하여 공급하며 서비스부문은 서비스를 제공하거나 경영컨설팅 용역을 제공하고 있음. 서비스부문을 담당하는 종속기업 휴비스글로벌은 해외 합작투자, 해외 자회사 관리 등을 위해 설립하였으며 현재 매출이 발생하고 있지는 않음.",840,KOSPI
000540,흥국화재,보험업,"1948년 고려화재해상보험주식회사로 설립되어, 2006년 태광그룹에 편입. 2009년 현재의 흥국화재해상보험주식회사로 변경함. 업계 대비하여 장기보험의 비중이 높은 구조를 가지고 있으며, 설계사 조직의 정착률은 업계 평균대비 지속적으로 양호한 수치를 기록하고 있음. 챗봇서비스, KSQI 우수콜센터 인증, 웹접근성 인증, RPA 도입 등 고객의 서비스 만족도 및 업무효율을 높이기 위해 지속적으로 노력하고 있음.",2204,KOSPI
013720,CBI,자동차 신품 부품 제조업,"동사는 자동차 부품 및 주물제조업 등을 목적으로 1978년 12월 29일에 설립되었음. 자동차 엔진 부품 및 미션 부품을 제조하여 완성차 회사에 납품하는 부품 및 소재 전문 기업. 현대/기아차, GM BRAZIL, 두산인프라코아, 대동공업, LS엠트론, 미쯔비시 FUSO 등 다수의 거래처 확보 중임. 생산품목의 대부분은 선진국으로부터의 수입 부품을 독자기술로 국산화한 제품으로 타사에서 기술적 접근이 어려움.",436,KOSDAQ
083790,CG인바이츠,자연과학 및 공학 연구개발업,"2000년 설립되어 2006년 코스닥시장에 상장한 회사로서, 기반기술을 활용하여 신약 후보물질을 창출하고, 임상 2상 시험까지 완료한 후 다국적 제약회사 등에 기술을 이전함으로써 수익을 실현하고 있음. 시판되고 있는 차세대 관절염 진통소염제 <아셀릭스>를 포함하여 슈퍼박테리아 박멸 항생제 및 분자표적 항암제 등 혁신 신약 개발 사업을 영위하고 있음. 연결대상 종속기업으로 완제의약품 기업인 크리스탈생명과학 등 5개사를 보유함.",1972,KOSDAQ
023460,CNH,기타 금융업,"동사는 타회사의 주식취득을 통해 실질적인 지배권을 취득하는 것을 목적으로 하는 '지주사업' 및 기타 유가증권 취득 등의 '투자업무'를 주된 사업으로 영위하고 있음. 1989년 8월 여신전문금융업을 영위하기 위하여 설립되었으며, 1994년 9월 코스닥 시장에 등록함. 2009년 9월 여신전문금융업 부문의 물적분할을 통해 ""씨앤에이치""로 사명을 변경함. 당분기말 현재 씨앤에이치프리미어렌탈 등 7개 연결대상 종속회사를 보유하고 있음.",41,KOSDAQ
099520,DGI,영상 및 음향기기 제조업,"동사는 영상기기 및 감시카메라 장치의 개발, 판매 등을 주된 사업으로 영위. CCTV 카메라가 촬영한 영상을 디지털로 변환하여 저장하는 장치인 DVR 및 CCTV 카메라, 기타 제품들을 개발 생산 판매. 유럽/러시아/중동/동남아시아/국내를 Brand 제품 sales의 거점지역으로 선정하여 ITX 자체 Brand가 부착된 제품의 판매. 동사는 보안장비 개발에 있어서 핵심 기술인 DSP의 자체 기술설계능력을 보유.",581,KOSDAQ
060900,DGP,전기업,"동사는 1997년 설립되었으며, 신재생에너지 사업의 주 발전원인 태양광과 풍력을 기반으로 발전소 O&M서비스 및 EPC 용역을 제공하고 있음. 신재생에너지 개발이용보급 촉진법에 정의된 신재생에너지 중 태양광 PV 및 에너지저장치, 풍력을 이용하여 전기를 생산, 판매하는 사업을 영위하는 자회사를 두고 있음 2023년 3월 29일 상호를 대한그린파워 주식회사에서 주식회사 디지피로 변경함.",269,KOSDAQ
241520,DSC인베스트먼트,신탁업 및 집합투자업,"2012년 1월 설립된 동사는 중소·벤처기업에 대한 투자금융을 제공하는 벤처캐피탈 회사임. 투자조합 등의 결성을 통해 업무집행조합원으로서 운영 및 관리를 담당하고 있으며, 조합자금의 투자집행을 통해 중소·벤처기업 투자를 주력으로 하고 있음. 당기말 현재 동사가 운영중인 투자조합은 총 18개로 운영자산(AUM) 기준 1조2655억원을 기록하고 있음. 연결대상 자회사로는 엑셀러레이터 슈미트와 정보시스템 구축 기업 똑똑이 있음.",749,KOSDAQ
195940,HK이노엔,의약품 제조업,"동사는 케이캡, 로바젯 등의 제품을 필두로 하는 전문 의약품 사업과 컨디션, 헛개수 등의 제품을 필두로 하는 H&B 사업 부문이 있음. 2018년 4월 한국콜마(주)에 인수되었으며, H&B 사업 부분을 확대하기 위해 코스메틱 시장에 신규 진출했으며 탈모·두피케어 시장에도 진출함. 연구개발 분야에서는 암, 간질환, 자가면역질환 분야의 혁신적인 의약품 파이프라인을 지속 확보하며 포스트 '케이캡' 발굴에 집중하고 있음.",11842,KOSDAQ
115450,HLB테라퓨틱스,기타 전문 도매업,"2000년 6월 7일 설립 후 합병등을 통해 백신사업 및 전자사업을 영위하고 있으며 미래성장동력 사업으로 바이오(신약 개발)사업을 추진하는 업체임. 코로나19 백신 유통 및 독감백신 등을 판매하는 콜드체인사업부와 보일러 모터, 펌프, 변압기 등을 제조 및 판매하는 전자사업부, 체외진단 의료기기를 제조 및 판매하는 의료기기 사업부로 이루어져 있음. 콜드체인사업 신설을 위해 (주)에스제이팜을 흡수합병하며 사업영역을 확장시킴.",8992,KOSDAQ
467930,IBKS제23호스팩,금융 지원 서비스업,정보 없음,91,KOSDAQ
035900,JYP Ent.,오디오물 출판 및 원판 녹음업,"동사는 1996년 4월 25일 설립되어 2001년 8월 30일에 코스닥시장에 상장함. 동사는 소속 연예인 가수 및 배우의 엔터테인먼트 활동과 음반, 음원의 제작 및 판매, MD 등 부가사업을 주요사업으로 하고 있음. 2024년 VCHA 등 신규 아티스트 라인업을 확대하였고, 일본 NEXZ를 포함하여 올해 추가적인 아티스트 라인업 확대를 통해 유기적인 성장을 계획하고 있음.",21106,KOSDAQ
455250,KB제25호스팩,금융 지원 서비스업,정보 없음,89,KOSDAQ
151860,KG에코솔루션,기타 화학제품 제조업,"2019년 5월 케이지씨에스에너지(주)를 합병, 2022년 5월 코어엔텍(주)와 물적분할. 쌍용자동차는 2022년 9월말 계열 편입. 동사는 바이오디젤 공정 부산물(피치), 동물성 유지, 음식물쓰레기 기름(음폐유), 팜 부산물 등 미활용 자원 원료로 친환경 발전용 연료를 제조하여 판매. 냉연강판, 각종표면처강판을 주요제품으로 생산 및 판매하는 KG스틸(주)(지배회사)와 동종업을 영위하는 종속회사로 구성된 철강 전문회사.",2535,KOSDAQ
